table_version,data_publicacao,fonte_url,tipo_codigo,codigo,descricao,cclasstrib,cst_ibs_cbs,artigo_lc214,anexo_codigo,vigencia_inicio,vigencia_fim,active,raw_json
,,,,,,,,,,,,,
