table_version,data_publicacao,fonte_url,cst_ibs_cbs,descricao_cst,ind_gIBSCBS,ind_gIBSCBSMono,ind_gRed,ind_gDif,ind_gTransfCred,ind_gCredPresIBSZFM,ind_gAjusteCompet,ind_RedutorBC,vigencia_inicio,vigencia_fim,data_atualizacao,active,raw_json
,,,,,,,,,,,,,,,,,
