table_version,data_publicacao,fonte_url,cst_ibs_cbs,descricao_cst,cclasstrib,nome_cclasstrib,descricao_cclasstrib,artigo_id,artigo_lc214,anexo_codigo,tipo_aliquota,p_red_ibs,p_red_cbs,cst_compativel,modelos_dfe,ind_gTribRegular,ind_gCredPresOper,ind_gMonoPadrao,ind_gMonoReten,ind_gMonoRet,ind_gMonoDif,ind_gEstornoCred,indNFeABI,indNFe,indNFCe,indCTe,indCTeOS,indBPe,indBPeTA,indBPeTM,indNF3e,indNFSe,indNFSeVia,indNFCom,indNFAg,indNFGas,indDERE,vigencia_inicio,vigencia_fim,data_atualizacao,active,raw_json
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
