table_version,data_publicacao,fonte_url,c_cred_pres,descricao,artigo_legal,forma_apropriacao,apropria_via_nf,apropria_via_evento,ind_deduz_cred_pres,ind_g_cbs_cred_pres,ind_g_ibs_cred_pres,aliquota_cbs,aliquota_ibs,p_aliq_cred_pres_cbs,p_aliq_cred_pres_ibs,cclass_nota_referenciada,indicadores_dfe,vigencia_inicio,vigencia_fim,vigencia_inicio_cbs,vigencia_fim_cbs,vigencia_inicio_ibs,vigencia_fim_ibs,active,raw_json
,,,,,,,,,,,,,,,,,,,,,,,,,
