table_version,data_publicacao,fonte_url,ano_vigencia,anexo_simples,faixa,rbt12_inicial,rbt12_final,aliquota_nominal,parcela_deduzir,vigencia_inicio,vigencia_fim,active,raw_json
,,,,,,,,,,,,,
